	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_04_WF_RNA_GV_totalRNA_Mll3KO_W5_rep1	220823_05_WF_RNA_GV_totalRNA_Mll3KO_W5_rep2	220823_06_WF_RNA_GV_totalRNA_Mll3KO_W5_rep3
ENSMUSG00000072900.2	1	0	0	0	0	0
ENSMUSG00000072902.4	3	3	4	2	1	1
ENSMUSG00000072905.5	0	0	0	0	0	0
ENSMUSG00000072915.3	8	6	8	8	10	5
ENSMUSG00000072919.4	0	3	2	0	4	2
ENSMUSG00000072940.5	3	3	3	1	7	1
ENSMUSG00000072941.5	2	0	1	2	1	3
ENSMUSG00000072946.12	33	20	36	19	13	14
ENSMUSG00000072949.6	1	1	2	0	1	1
ENSMUSG00000072950.5	0	0	0	0	0	0
ENSMUSG00000072952.6	0	0	0	0	0	0
ENSMUSG00000072962.3	3	1	0	0	0	0
ENSMUSG00000072963.2	0	0	0	0	0	0
ENSMUSG00000072968.4	1	0	0	0	0	0
ENSMUSG00000072972.3	0	0	3	0	2	2
ENSMUSG00000072974.4	0	0	0	0	0	0
ENSMUSG00000072978.3	1	0	0	0	1	0
ENSMUSG00000072980.3	37	27	43	49	48	42
ENSMUSG00000072982.1	0	0	0	0	0	0
ENSMUSG00000072983.4	0	0	0	0	0	0
ENSMUSG00000072999.9	0	0	0	0	1	0
ENSMUSG00000073000.3	0	1	0	0	0	0
ENSMUSG00000073002.9	0	0	1	0	0	0
ENSMUSG00000073018.5	5429	3904	8177	5837	5575	6407
ENSMUSG00000073028.4	0	0	0	0	0	0
ENSMUSG00000073043.5	0	0	0	0	0	0
ENSMUSG00000073045.9	0	0	0	0	0	0
ENSMUSG00000073052.3	0	1	3	0	0	2
ENSMUSG00000073063.3	0	0	0	0	1	0
ENSMUSG00000073067.10	1	1	3	7	3	3
ENSMUSG00000073073.4	0	0	0	0	0	0
ENSMUSG00000073079.6	859	628	975	967	911	861
ENSMUSG00000073096.11	69	47	77	119	80	106
ENSMUSG00000073102.7	26	15	51	114	118	163
ENSMUSG00000073103.2	121	132	239	11	23	30
ENSMUSG00000073110.3	0	0	0	0	0	0
ENSMUSG00000073111.3	0	0	0	0	0	0
ENSMUSG00000073116.4	1	0	0	4	0	0
ENSMUSG00000073117.2	1	1	4	2	0	2
ENSMUSG00000073119.3	24	2	1	2	2	5
ENSMUSG00000073144.4	9	8	9	14	10	4
ENSMUSG00000073145.6	0	0	0	0	1	0
ENSMUSG00000073147.3	4	1	1	0	1	0
ENSMUSG00000073152.4	0	0	0	0	0	0
ENSMUSG00000073154.10	1	0	2	0	0	0
ENSMUSG00000073155.12	168	123	165	135	157	155
ENSMUSG00000073158.4	9	5	9	4	2	4
ENSMUSG00000073164.11	0	0	4	0	1	0
ENSMUSG00000073174.6	0	0	0	0	0	0
ENSMUSG00000073179.3	1	0	4	2	1	4
ENSMUSG00000073184.4	1	0	1	2	0	0
ENSMUSG00000073197.9	239	144	292	155	167	194
ENSMUSG00000073198.5	11	12	13	22	17	17
ENSMUSG00000073208.12	0	0	0	0	1	0
ENSMUSG00000073209.4	0	0	0	0	0	0
ENSMUSG00000073226.9	18	28	64	3	0	1
ENSMUSG00000073233.4	16	18	34	40	36	20
ENSMUSG00000073234.4	0	0	0	0	0	0
ENSMUSG00000073236.4	5	3	10	4	5	12
ENSMUSG00000073242.4	2	6	10	6	3	2
ENSMUSG00000073367.4	0	0	0	0	0	0
ENSMUSG00000073371.3	0	0	0	0	0	0
ENSMUSG00000073374.3	0	4	0	0	0	2
ENSMUSG00000073375.3	0	0	0	0	0	0
ENSMUSG00000073377.9	538	351	537	527	503	547
ENSMUSG00000073380.2	14	7	19	17	18	19
ENSMUSG00000073386.5	0	0	0	0	0	0
ENSMUSG00000073394.4	14	8	19	10	14	13
ENSMUSG00000073396.5	0	0	0	0	0	0
ENSMUSG00000073399.9	7	6	7	11	10	9
ENSMUSG00000073400.6	2	7	11	0	1	1
ENSMUSG00000073402.11	0	0	0	0	0	0
ENSMUSG00000073403.11	0	0	0	0	0	0
ENSMUSG00000073405.6	8	2	8	10	1	1
ENSMUSG00000073406.10	0	0	0	0	0	0
ENSMUSG00000073407.1	0	0	1	1	1	0
ENSMUSG00000073408.2	4	2	10	7	9	11
ENSMUSG00000073409.12	0	0	0	1	1	0
ENSMUSG00000073411.11	5	3	3	5	5	6
ENSMUSG00000073412.6	0	0	0	0	0	0
ENSMUSG00000073413.9	0	0	0	1	0	2
ENSMUSG00000073414.8	0	1	0	0	0	0
ENSMUSG00000073415.4	3	0	1	3	2	1
ENSMUSG00000073418.4	19	2	8	10	8	6
ENSMUSG00000073420.10	0	0	0	0	0	0
ENSMUSG00000073421.5	2	0	0	6	3	0
ENSMUSG00000073422.10	0	0	0	0	0	0
ENSMUSG00000073423.9	43	38	73	42	61	69
ENSMUSG00000073424.9	1	0	0	0	0	0
ENSMUSG00000073427.4	422	508	886	474	519	548
ENSMUSG00000073430.5	0	0	1	0	0	0
ENSMUSG00000073433.10	3	0	1	4	1	6
ENSMUSG00000073434.11	36	27	32	27	27	28
ENSMUSG00000073435.10	0	0	0	0	0	0
ENSMUSG00000073436.11	17	10	23	14	6	7
ENSMUSG00000073437.10	5	1	6	0	3	2
ENSMUSG00000073448.2	141	102	180	137	178	150
ENSMUSG00000073457.4	8	12	7	6	6	5
ENSMUSG00000073458.1	46	33	53	36	56	39
ENSMUSG00000073460.5	115	59	155	110	84	96
ENSMUSG00000073468.11	108	66	144	92	80	79
ENSMUSG00000073471.3	121	102	146	119	101	127
ENSMUSG00000073478.6	0	4	4	3	4	4
ENSMUSG00000073481.9	285	236	372	313	288	267
ENSMUSG00000073482.2	0	0	0	2	0	0
ENSMUSG00000073485.3	0	0	0	0	1	1
ENSMUSG00000073486.2	1	0	1	1	0	0
ENSMUSG00000073489.6	0	0	0	1	0	0
ENSMUSG00000073490.11	0	0	0	0	0	0
ENSMUSG00000073491.11	0	1	0	0	1	0
ENSMUSG00000073492.2	0	0	0	0	0	0
ENSMUSG00000073494.5	0	0	0	0	0	0
ENSMUSG00000073497.6	266	288	528	125	132	163
ENSMUSG00000073510.2	0	1	1	0	0	0
ENSMUSG00000073514.3	6	0	2	1	2	2
ENSMUSG00000073528.7	0	0	0	0	0	0
ENSMUSG00000073529.9	1	1	3	4	5	3
ENSMUSG00000073530.11	35	24	58	38	27	47
ENSMUSG00000073532.2	0	0	0	1	0	0
ENSMUSG00000073535.5	0	0	1	0	0	0
ENSMUSG00000073538.10	28	16	43	14	14	20
ENSMUSG00000073542.2	353	285	457	381	440	458
ENSMUSG00000073551.4	2	2	2	1	0	0
ENSMUSG00000073554.3	0	0	0	0	0	0
ENSMUSG00000073555.1	0	0	0	0	0	0
ENSMUSG00000073557.11	311	240	535	289	282	318
ENSMUSG00000073559.2	0	0	0	0	0	0
ENSMUSG00000073563.2	951	801	1637	709	726	927
ENSMUSG00000073565.4	1	0	0	0	0	0
ENSMUSG00000073568.1	198	119	259	125	128	108
ENSMUSG00000073569.1	0	1	2	0	0	0
ENSMUSG00000073572.2	0	0	0	1	0	0
ENSMUSG00000073573.5	0	1	0	0	0	0
ENSMUSG00000073574.3	2	1	1	0	1	0
ENSMUSG00000073590.3	2	2	0	0	0	2
ENSMUSG00000073591.4	0	0	0	0	0	0
ENSMUSG00000073594.3	2	7	8	6	15	8
ENSMUSG00000073598.3	1	0	2	3	1	2
ENSMUSG00000073599.9	0	0	2	1	0	0
ENSMUSG00000073600.3	23	4	26	20	24	18
ENSMUSG00000073601.2	0	0	0	0	1	0
ENSMUSG00000073602.10	0	0	0	0	0	0
ENSMUSG00000073607.2	0	0	0	0	0	2
ENSMUSG00000073608.4	155	110	186	118	149	124
ENSMUSG00000073609.9	4	1	9	7	4	7
ENSMUSG00000073610.3	0	0	0	1	0	0
ENSMUSG00000073616.10	80	65	84	109	68	75
ENSMUSG00000073627.7	6	1	2	3	1	3
ENSMUSG00000073628.5	8	11	10	8	9	4
ENSMUSG00000073631.1	0	1	1	0	0	0
ENSMUSG00000073633.9	63	42	93	42	53	42
ENSMUSG00000073639.5	479	328	737	451	469	588
ENSMUSG00000073640.2	2	0	1	1	1	3
ENSMUSG00000073643.11	50	33	58	34	37	37
ENSMUSG00000073647.3	6	1	4	3	9	6
ENSMUSG00000073650.8	0	0	0	2	0	0
ENSMUSG00000073652.10	0	0	0	0	0	0
ENSMUSG00000073656.4	0	0	1	0	0	0
ENSMUSG00000073658.4	1	0	0	0	0	0
ENSMUSG00000073664.11	932	682	1375	803	853	1043
ENSMUSG00000073676.4	293	280	576	286	288	366
ENSMUSG00000073678.4	331	171	328	400	476	571
ENSMUSG00000073679.2	0	0	0	0	0	0
ENSMUSG00000073680.2	0	0	0	0	0	0
ENSMUSG00000073682.3	0	0	0	0	0	0
ENSMUSG00000073684.13	21	22	37	22	21	34
ENSMUSG00000073686.2	0	0	0	0	1	0
ENSMUSG00000073699.3	0	0	0	0	0	0
ENSMUSG00000073700.3	99	55	133	167	118	114
ENSMUSG00000073702.11	303	166	298	297	209	212
ENSMUSG00000073705.10	967	958	1965	764	961	938
ENSMUSG00000073716.6	19	16	38	12	33	29
ENSMUSG00000073721.5	688	490	829	537	500	543
ENSMUSG00000073722.3	0	1	0	1	0	0
ENSMUSG00000073723.10	0	0	0	0	0	0
ENSMUSG00000073724.12	0	0	0	0	0	0
ENSMUSG00000073725.8	284	192	323	198	195	217
ENSMUSG00000073728.10	0	0	0	0	0	0
ENSMUSG00000073730.2	0	0	0	0	0	0
ENSMUSG00000073731.12	0	0	0	0	0	0
ENSMUSG00000073733.4	2	0	1	7	2	2
ENSMUSG00000073735.1	0	0	0	0	0	0
ENSMUSG00000073737.3	0	0	0	0	0	0
ENSMUSG00000073739.3	1	1	0	0	0	0
ENSMUSG00000073747.2	1	1	0	0	1	0
ENSMUSG00000073752.1	0	0	0	0	2	0
ENSMUSG00000073753.4	0	0	0	0	0	0
ENSMUSG00000073755.4	51	20	33	21	41	55
ENSMUSG00000073758.10	18	25	39	36	22	25
ENSMUSG00000073759.6	0	0	0	0	0	0
ENSMUSG00000073761.2	1	0	0	0	0	0
ENSMUSG00000073764.2	0	0	0	0	0	0
ENSMUSG00000073765.6	1	0	1	1	1	0
ENSMUSG00000073768.3	0	0	0	0	0	0
ENSMUSG00000073769.4	0	0	0	0	0	0
ENSMUSG00000073771.11	4	2	7	12	14	14
ENSMUSG00000073774.2	2	1	2	1	1	1
ENSMUSG00000073775.4	72	35	58	95	92	94
ENSMUSG00000073778.2	0	0	0	0	0	1
ENSMUSG00000073779.7	1	2	0	0	1	1
ENSMUSG00000073781.4	0	0	0	0	0	0
ENSMUSG00000073785.2	0	0	0	0	0	0
ENSMUSG00000073786.1	0	0	0	0	0	0
ENSMUSG00000073787.4	0	1	1	1	0	1
ENSMUSG00000073789.1	0	0	0	0	0	0
ENSMUSG00000073791.11	41	34	44	64	34	50
ENSMUSG00000073792.11	5	6	6	3	7	1
ENSMUSG00000073794.3	1	0	0	1	0	0
ENSMUSG00000073795.11	0	0	0	0	0	2
ENSMUSG00000073797.5	0	0	0	0	0	0
ENSMUSG00000073802.5	3	2	3	4	3	5
ENSMUSG00000073803.3	0	0	0	1	0	0
ENSMUSG00000073804.5	0	0	0	0	0	0
ENSMUSG00000073805.5	56	49	102	63	57	78
ENSMUSG00000073807.1	0	0	0	0	0	0
ENSMUSG00000073809.1	0	0	0	0	0	0
ENSMUSG00000073811.4	1	2	4	1	0	0
ENSMUSG00000073821.11	9	6	7	6	8	15
ENSMUSG00000073830.11	0	0	0	0	0	0
ENSMUSG00000073834.10	0	0	0	0	0	0
ENSMUSG00000073835.5	0	1	1	0	0	0
ENSMUSG00000073838.10	165	123	212	189	189	174
ENSMUSG00000073840.6	0	0	0	0	0	0
ENSMUSG00000073842.10	0	0	0	0	0	0
ENSMUSG00000073843.3	0	0	0	0	0	0
ENSMUSG00000073844.5	0	0	0	0	0	0
ENSMUSG00000073846.4	0	0	0	0	0	0
ENSMUSG00000073856.11	74	67	123	87	82	75
ENSMUSG00000073860.12	1	0	0	0	0	0
ENSMUSG00000073862.4	0	0	0	0	0	0
ENSMUSG00000073867.2	0	0	0	0	1	0
ENSMUSG00000073876.3	0	0	0	0	0	0
ENSMUSG00000073877.10	0	0	0	0	0	0
ENSMUSG00000073878.3	0	0	0	0	0	0
ENSMUSG00000073879.4	0	0	0	0	0	0
ENSMUSG00000073888.13	10	11	17	18	17	18
ENSMUSG00000073889.10	26	9	18	38	40	33
ENSMUSG00000073893.6	69	39	91	68	56	79
ENSMUSG00000073894.1	68	52	88	79	78	109
ENSMUSG00000073896.5	0	0	0	0	0	0
ENSMUSG00000073897.5	0	0	0	0	0	0
ENSMUSG00000073898.3	0	0	0	0	0	1
ENSMUSG00000073899.3	0	0	0	0	0	1
ENSMUSG00000073900.5	0	0	3	0	0	0
ENSMUSG00000073901.4	0	6	7	1	1	1
ENSMUSG00000073902.5	3	3	6	0	2	4
ENSMUSG00000073906.3	0	0	0	0	0	0
ENSMUSG00000073907.3	0	0	0	0	0	0
ENSMUSG00000073908.5	0	0	0	0	0	0
ENSMUSG00000073909.2	0	0	0	0	0	0
ENSMUSG00000073910.10	0	0	5	2	0	1
ENSMUSG00000073913.2	0	1	0	0	0	1
ENSMUSG00000073914.2	0	0	0	1	0	0
ENSMUSG00000073915.5	0	0	0	0	0	0
ENSMUSG00000073916.3	0	1	1	1	1	0
ENSMUSG00000073917.2	0	0	0	1	0	0
ENSMUSG00000073920.4	0	0	0	0	0	0
ENSMUSG00000073922.2	0	0	0	0	0	0
ENSMUSG00000073923.4	0	0	0	1	0	0
ENSMUSG00000073924.5	0	0	0	0	0	0
ENSMUSG00000073925.5	1	3	6	0	0	0
ENSMUSG00000073926.4	2	4	3	0	0	0
ENSMUSG00000073927.6	0	0	0	0	0	0
ENSMUSG00000073928.5	0	0	0	0	0	0
ENSMUSG00000073929.12	0	0	0	0	0	0
ENSMUSG00000073931.3	0	0	0	0	0	0
ENSMUSG00000073932.2	0	0	0	0	0	0
ENSMUSG00000073937.2	0	0	0	0	0	0
ENSMUSG00000073938.3	0	0	0	0	0	0
ENSMUSG00000073940.3	0	0	0	0	0	0
ENSMUSG00000073943.4	0	0	0	0	0	1
ENSMUSG00000073944.6	0	0	0	0	0	0
ENSMUSG00000073945.2	0	0	0	0	0	0
ENSMUSG00000073946.5	0	0	0	0	0	0
ENSMUSG00000073947.4	0	0	0	0	0	0
ENSMUSG00000073948.3	0	0	0	0	0	0
ENSMUSG00000073949.4	0	0	0	0	0	0
ENSMUSG00000073950.6	0	0	0	0	0	0
ENSMUSG00000073951.4	0	0	0	0	0	0
ENSMUSG00000073952.5	0	0	0	0	0	0
ENSMUSG00000073953.4	0	0	0	0	0	0
ENSMUSG00000073954.5	0	0	1	0	0	0
ENSMUSG00000073955.2	0	0	0	0	0	0
ENSMUSG00000073956.3	0	0	0	0	0	0
ENSMUSG00000073959.5	2	0	1	0	1	0
ENSMUSG00000073960.1	0	0	0	0	0	0
ENSMUSG00000073961.4	0	0	0	0	0	1
ENSMUSG00000073962.9	0	0	0	0	0	0
ENSMUSG00000073963.3	0	0	0	0	0	0
ENSMUSG00000073964.3	0	0	0	0	0	0
ENSMUSG00000073965.1	0	0	0	0	0	0
ENSMUSG00000073966.3	0	0	0	0	0	0
ENSMUSG00000073967.3	0	0	0	0	0	0
ENSMUSG00000073968.4	160	120	153	220	201	219
ENSMUSG00000073969.3	1	0	0	0	0	0
ENSMUSG00000073970.1	0	0	0	0	0	0
ENSMUSG00000073971.3	0	0	0	0	0	0
ENSMUSG00000073972.2	0	0	0	0	0	0
ENSMUSG00000073973.4	0	0	0	0	1	0
ENSMUSG00000073974.4	0	0	0	0	0	2
ENSMUSG00000073975.3	0	0	0	0	0	0
ENSMUSG00000073976.10	0	0	0	0	0	0
ENSMUSG00000073977.2	0	0	0	0	0	0
ENSMUSG00000073978.8	0	0	0	0	0	0
ENSMUSG00000073979.2	0	0	0	0	0	0
ENSMUSG00000073980.5	0	0	0	0	0	0
ENSMUSG00000073982.11	3	0	1	2	10	8
ENSMUSG00000073985.2	2	0	2	2	1	0
ENSMUSG00000073987.4	11	2	6	7	11	11
ENSMUSG00000073988.13	16	10	29	4	10	19
ENSMUSG00000073991.4	6	3	12	6	2	3
ENSMUSG00000073995.2	0	0	0	0	0	0
ENSMUSG00000073997.3	0	0	0	0	0	0
ENSMUSG00000073998.2	0	0	0	0	0	0
ENSMUSG00000074001.3	0	0	0	0	0	1
ENSMUSG00000074003.4	1	0	0	0	0	0
ENSMUSG00000074004.3	1	0	0	6	5	2
ENSMUSG00000074006.3	1	1	1	1	1	4
ENSMUSG00000074011.4	0	0	0	1	0	0
ENSMUSG00000074024.5	7	1	5	5	4	2
ENSMUSG00000074026.3	35	45	111	39	37	34
ENSMUSG00000074028.4	3	1	10	0	4	1
ENSMUSG00000074029.2	0	0	0	0	0	0
ENSMUSG00000074030.3	7	1	4	11	12	8
ENSMUSG00000074034.1	1	0	0	0	1	0
ENSMUSG00000074037.3	1	0	0	1	0	0
ENSMUSG00000074039.10	0	0	0	2	1	0
ENSMUSG00000074052.7	0	0	0	0	0	0
ENSMUSG00000074059.3	3305	2322	4068	2666	2979	3013
ENSMUSG00000074060.10	5947	3522	5887	6073	5761	6660
ENSMUSG00000074061.4	3680	2673	4735	3434	3678	4014
ENSMUSG00000074062.5	2686	1675	2811	2420	2423	2520
ENSMUSG00000074063.10	214	137	224	253	260	219
ENSMUSG00000074064.6	380	240	452	504	423	424
ENSMUSG00000074065.4	4	3	10	6	11	6
ENSMUSG00000074067.9	0	0	0	0	0	0
ENSMUSG00000074071.11	20	12	18	10	13	12
ENSMUSG00000074072.2	0	0	0	0	0	0
ENSMUSG00000074088.6	519	373	667	582	513	547
ENSMUSG00000074092.5	0	0	1	0	0	0
ENSMUSG00000074093.4	317	202	387	346	374	424
ENSMUSG00000074102.4	584	386	863	741	667	750
ENSMUSG00000074108.1	0	0	0	2	1	0
ENSMUSG00000074109.4	0	0	0	0	0	0
ENSMUSG00000074111.4	0	0	0	0	0	0
ENSMUSG00000074113.4	0	0	0	1	0	0
ENSMUSG00000074115.5	0	0	0	0	0	0
ENSMUSG00000074121.3	24	12	20	48	43	51
ENSMUSG00000074123.1	324	177	363	244	208	226
ENSMUSG00000074127.6	8	10	12	8	8	11
ENSMUSG00000074128.4	0	0	0	0	0	0
ENSMUSG00000074129.14	51	32	73	35	37	52
ENSMUSG00000074136.9	9	7	12	14	9	9
ENSMUSG00000074139.8	0	0	0	0	0	0
ENSMUSG00000074141.13	6	5	11	2	6	2
ENSMUSG00000074146.9	0	0	0	0	0	0
ENSMUSG00000074149.9	0	0	0	1	0	0
ENSMUSG00000074151.13	4	2	4	0	1	0
ENSMUSG00000074155.2	0	0	0	1	0	0
ENSMUSG00000074156.6	0	0	0	0	0	0
ENSMUSG00000074158.9	9	0	4	6	3	1
ENSMUSG00000074164.12	0	0	0	1	0	0
ENSMUSG00000074165.10	117	97	142	142	117	125
ENSMUSG00000074166.7	428	316	600	521	478	547
ENSMUSG00000074170.5	0	1	5	3	3	2
ENSMUSG00000074171.2	1	0	5	0	0	1
ENSMUSG00000074178.2	3	4	1	6	2	6
ENSMUSG00000074179.11	31	31	57	30	38	26
ENSMUSG00000074182.8	456	355	698	376	440	470
ENSMUSG00000074183.3	0	0	0	0	0	0
ENSMUSG00000074184.5	0	0	0	0	0	0
ENSMUSG00000074194.4	751	560	1097	633	550	584
ENSMUSG00000074195.3	0	0	1	0	2	1
ENSMUSG00000074196.10	4	1	3	1	0	3
ENSMUSG00000074199.7	0	0	0	1	0	0
ENSMUSG00000074203.4	0	0	0	0	0	0
ENSMUSG00000074206.7	0	0	0	0	0	0
ENSMUSG00000074207.10	0	0	1	0	0	0
ENSMUSG00000074210.3	1	0	5	0	1	1
ENSMUSG00000074211.4	75	61	119	110	97	129
ENSMUSG00000074212.7	98	56	113	90	95	125
ENSMUSG00000074213.2	0	0	0	0	0	1
ENSMUSG00000074215.2	7	1	6	2	5	7
ENSMUSG00000074217.8	26	21	21	52	49	48
ENSMUSG00000074218.3	1	1	0	1	2	0
ENSMUSG00000074219.2	7	4	11	7	5	4
ENSMUSG00000074220.10	31	19	62	24	18	23
ENSMUSG00000074221.12	941	690	1459	1172	1221	1248
ENSMUSG00000074224.3	0	0	1	2	0	1
ENSMUSG00000074227.12	109	80	157	182	117	120
ENSMUSG00000074228.2	0	0	0	0	0	0
ENSMUSG00000074232.2	0	0	0	0	0	0
ENSMUSG00000074235.4	0	0	0	0	0	0
ENSMUSG00000074236.3	2	0	1	0	1	1
ENSMUSG00000074237.3	0	0	0	0	0	0
ENSMUSG00000074238.6	433	416	876	466	558	540
ENSMUSG00000074240.4	6	3	5	10	5	8
ENSMUSG00000074243.4	1	1	3	1	2	1
ENSMUSG00000074247.10	291	194	353	366	285	288
ENSMUSG00000074248.7	0	0	0	0	0	0
ENSMUSG00000074250.11	2	0	0	1	1	0
ENSMUSG00000074252.2	10	6	28	12	9	14
ENSMUSG00000074254.4	3	6	7	8	1	3
ENSMUSG00000074256.3	0	0	0	0	0	0
ENSMUSG00000074259.10	11	12	29	7	9	17
ENSMUSG00000074261.2	0	0	0	0	0	0
ENSMUSG00000074264.12	3	5	13	0	1	6
ENSMUSG00000074268.4	0	0	0	0	0	0
ENSMUSG00000074269.10	32	25	62	44	31	39
ENSMUSG00000074272.10	0	2	1	1	1	0
ENSMUSG00000074274.7	0	0	0	0	0	0
ENSMUSG00000074277.4	93	131	263	84	73	125
ENSMUSG00000074280.6	2	2	4	0	0	1
ENSMUSG00000074281.3	6	6	13	12	7	14
ENSMUSG00000074282.10	94	93	204	123	122	124
ENSMUSG00000074283.5	511	428	952	556	573	530
ENSMUSG00000074284.6	2	0	1	0	2	3
ENSMUSG00000074291.2	0	0	0	0	0	0
ENSMUSG00000074292.4	0	0	0	0	0	0
ENSMUSG00000074300.4	0	0	2	0	0	0
ENSMUSG00000074302.1	0	0	0	0	0	0
ENSMUSG00000074305.9	5640	5066	10251	5007	4581	4819
ENSMUSG00000074311.3	116	103	128	48	22	32
ENSMUSG00000074322.5	0	0	0	0	0	0
ENSMUSG00000074336.5	0	0	0	0	0	0
ENSMUSG00000074340.9	2	0	3	4	4	4
ENSMUSG00000074342.3	38	49	79	15	30	30
ENSMUSG00000074343.3	0	0	0	0	1	0
ENSMUSG00000074344.6	0	0	2	0	0	1
ENSMUSG00000074345.4	0	0	0	0	0	0
ENSMUSG00000074346.6	0	0	0	0	0	0
ENSMUSG00000074354.11	2411	1608	2915	2239	2242	2285
ENSMUSG00000074355.2	1	1	1	0	0	1
ENSMUSG00000074357.3	0	0	0	0	0	0
ENSMUSG00000074358.9	143	113	308	210	167	183
ENSMUSG00000074359.2	0	0	0	0	0	0
ENSMUSG00000074361.10	6	12	23	5	3	6
ENSMUSG00000074364.6	0	0	4	1	8	3
ENSMUSG00000074365.13	0	0	0	0	0	0
ENSMUSG00000074366.9	5673	4346	7909	4769	4877	6048
ENSMUSG00000074369.12	9276	7183	14080	8501	9064	11083
ENSMUSG00000074373.6	2	0	1	1	0	1
ENSMUSG00000074375.3	0	0	0	0	0	0
ENSMUSG00000074377.12	78	58	141	80	89	100
ENSMUSG00000074378.5	0	0	2	1	0	0
ENSMUSG00000074384.4	2	1	3	0	5	2
ENSMUSG00000074385.3	0	0	0	0	0	0
ENSMUSG00000074388.3	1	0	1	0	0	0
ENSMUSG00000074397.4	480	404	810	461	484	495
ENSMUSG00000074398.5	27	18	19	56	31	40
ENSMUSG00000074401.2	0	0	0	0	0	0
ENSMUSG00000074402.3	0	0	0	0	0	0
ENSMUSG00000074403.2	16	9	15	3	17	11
ENSMUSG00000074404.6	0	0	0	0	0	0
ENSMUSG00000074405.8	104	59	98	124	138	120
ENSMUSG00000074406.5	169	96	180	280	206	310
ENSMUSG00000074412.4	4	1	1	3	1	1
ENSMUSG00000074415.14	4	3	3	2	4	3
ENSMUSG00000074417.9	0	0	0	0	0	0
ENSMUSG00000074418.4	1	0	0	1	0	1
ENSMUSG00000074419.11	0	0	0	0	0	0
ENSMUSG00000074420.5	1	0	0	1	0	2
ENSMUSG00000074424.3	0	0	0	0	0	2
ENSMUSG00000074433.4	0	0	0	0	0	0
ENSMUSG00000074434.4	0	0	0	0	0	0
ENSMUSG00000074435.10	0	0	0	0	0	0
ENSMUSG00000074436.2	0	0	0	0	0	0
ENSMUSG00000074437.5	0	0	0	0	0	0
ENSMUSG00000074439.4	0	0	0	0	0	0
ENSMUSG00000074440.3	0	0	0	0	0	0
ENSMUSG00000074441.3	0	0	0	0	0	0
ENSMUSG00000074442.4	0	0	0	0	0	0
ENSMUSG00000074443.1	0	0	0	0	0	0
ENSMUSG00000074444.4	0	0	0	0	0	0
ENSMUSG00000074445.4	0	0	0	0	0	0
ENSMUSG00000074446.3	0	0	0	0	0	0
ENSMUSG00000074447.2	0	0	0	0	0	0
ENSMUSG00000074448.2	0	1	3	0	4	0
ENSMUSG00000074449.3	0	0	0	0	0	0
ENSMUSG00000074452.13	63	55	101	66	59	74
ENSMUSG00000074454.3	0	0	0	0	0	0
ENSMUSG00000074457.10	7	7	13	5	9	1
ENSMUSG00000074461.2	10	5	9	4	6	6
ENSMUSG00000074465.2	0	0	0	0	0	0
ENSMUSG00000074466.12	5	1	6	2	8	2
ENSMUSG00000074467.4	0	0	0	0	0	0
ENSMUSG00000074469.6	0	0	0	0	0	0
ENSMUSG00000074472.10	2	0	0	1	2	1
ENSMUSG00000074473.1	0	0	0	0	0	0
ENSMUSG00000074476.6	183	186	437	162	185	193
ENSMUSG00000074479.3	4	4	16	3	6	8
ENSMUSG00000074480.4	81	57	151	89	111	153
ENSMUSG00000074482.5	1	4	4	0	3	4
ENSMUSG00000074483.2	0	0	0	0	0	0
ENSMUSG00000074485.1	2	2	2	0	0	1
ENSMUSG00000074486.2	0	0	0	0	0	0
ENSMUSG00000074489.9	4	1	10	0	3	2
ENSMUSG00000074491.9	5	6	2	1	0	0
ENSMUSG00000074497.5	19	13	43	22	15	10
ENSMUSG00000074500.11	64	54	101	60	75	83
ENSMUSG00000074501.6	0	0	0	0	0	0
ENSMUSG00000074502.4	0	0	0	0	1	1
ENSMUSG00000074505.5	402	291	548	566	531	579
ENSMUSG00000074506.4	1	0	1	1	0	0
ENSMUSG00000074507.6	0	0	0	0	0	0
ENSMUSG00000074508.4	0	1	0	0	0	0
ENSMUSG00000074513.9	771	530	916	789	759	860
ENSMUSG00000074516.6	5	1	0	2	2	3
ENSMUSG00000074517.2	0	0	0	0	0	0
ENSMUSG00000074519.11	13	8	16	10	10	4
ENSMUSG00000074521.9	1	0	1	0	0	1
ENSMUSG00000074527.11	2	2	2	2	1	0
ENSMUSG00000074529.10	3	0	7	3	6	7
ENSMUSG00000074547.4	0	1	2	0	0	0
ENSMUSG00000074553.4	0	0	0	0	0	0
ENSMUSG00000074555.5	0	0	0	0	0	0
ENSMUSG00000074564.3	0	0	0	0	0	0
ENSMUSG00000074569.4	1	0	0	1	0	0
ENSMUSG00000074570.14	0	0	0	1	0	0
ENSMUSG00000074575.4	5	4	7	11	5	12
ENSMUSG00000074576.4	24	11	32	23	31	46
ENSMUSG00000074577.9	2	0	0	2	0	0
ENSMUSG00000074578.13	16	6	16	7	11	4
ENSMUSG00000074579.13	28	22	45	24	30	51
ENSMUSG00000074580.11	68	46	98	43	45	60
ENSMUSG00000074582.10	1048	888	1797	1123	1061	1210
ENSMUSG00000074589.4	0	0	1	1	0	1
ENSMUSG00000074591.7	0	0	0	2	0	0
